id,color
351-4529,red
161-9816,red
39-5034,red
58-4310,red
331-8489,red
54-10321,red
56-5380,red
54-6356,red
80-6521,skyblue
81-7718,red
121-2350,red
121-2115,red
145-9829,red
196-8834,red
49-8030,red
165-0058,red
25-2208,red
241-2653,red
241-2934,red
126-3529,red
67-6032,red
45-10444,red
23-4390,red
11-7704-1,red
41-3424,red
219-6295,red
19-6204,red
257-2795,red
362-4778,red
92-3528,red
362-4615,red
199-6547,red
61-3251,skyblue
123-3573,red
68-4886,red
52-11467,red
24-4699,red
58-2704,red
44-1448,red
61-5433,red
05-4464,red
86-6533,red
p-ViktorKPrasanna,red
02-11535,red
71-6895,red
82-3167,red
82-8759,red
29-654,red
24-3003,red
339-3927,red
190-0851,red
136-2474,red
132-3808,red
190-5270,red
59-6213,red
h-TobiasHollerer,red
30-5660,red
194-7627,red
70-4150,red
64-2670,red
87-2517,red
04-3074,red
30-6939,red
168-5992,red
81-2920,red
97-3701-7,red
48-305,red
39-7544,red
07-10102,red
81-5349,red
157-5518,red
230-7835,red
66-2538,red
203-8227,red
49-4363,red
271-4897,red
307-2881,red
88-4321,red
37-1792,red
153-2651-1,red
87-5743,red
z-ChangshuiZhang,red
13-5829,red
58-209,red
345-6632,red
329-6822,red
85-5317,red
245-3976,red
204-3400,red
339-8418,red
60-2333,red
49-4377,red
66-5146,red
53-10398,red
39-2936,red
57-6385,red
12-9872,red
s-NoiSukaviriya,red
65-4423-22,red
97-10091,red
256-5541,red
08-237,red
83-788,red
241-1744,red
s-PeterEStrazdins,red
r-ThomasRauber,red
r-GudulaRunger,red
57-7437,red
82-387,red
56-9122,red
55-2716,red
48-8234,red
50-5106,red
229-4177,red
45-7737,red
08-237-2,red
159-1512,red
187-7613,red
305-3968,red
44-8550,red
15-3724,red
60-2536-17,red
19-5112-7,red
149-7762-5,red
b-AliRazaButt,red
24-6162,red
48-5807,red
06-8970,red
214-2966,red
k-AnantharamanKalyanaraman,red
54-6400,red
84-2688,red
41-3413,red
194-5734,red
166-1461,red
11-7525,red
33-6649,red
28-10243,red
15-952,red
24-566,red
78-1953,red
96-1976,red
23-6580,red
14-2562,red
02-133,red
p-ShimeiPan,red
39-2936-2,red
72-5158,red
180-1469,red
82-8037,red
146-0124,red
205-3982,red
71-10046,red
92-2581,red
68-5894,skyblue
32-6402,red
176-6016,red
28-3455,red
20-924,red
127-7551,red
61-614,red
240-9939,red
43-8693,red
127-3425,red
119-7718,red
58-6111,red
92-1375-8,red
05-199,red
68-3522-2,red
305-7791,red
212-1781,red
30-5743,red
91-7296,red
219-1792,red
80-8204,red
28-2856,red
18-8681,red
40-241,red
12-5147,red
90-5839,red
73-5618,red
29-8876,red
57-1549,red
26-3166-2,red
254-6474,red
127-0148,red
20-9282,red
13-9282,red
16-3823,red
68-3522,red
261-6179,red
209-3742,red
139-4137,red
160-0376,red
67-1313,red
90-772,red
38-3,red
205-9421,red
151-8407,red
223-8226,red
28-5655,red
71-4792,red
58-9714,red
223-7948,red
09-4739,red
82-2054,red
18-1287,red
297-8939,red
13-1150,red
233-1570,red
22-766,red
30-5555,red
79-654,red
196-4745,red
166-9955,red
123-3625,red
57-2553,red
53-3877,red
17-4005,red
03-5954,red
49-1619,red
185-7625,red
65-6511,red
212-1803,red
133-4183,red
85-3265,red
159-9896,red
159-9889,red
219-1842,red
128-1843,red
19-5983,red
213-4861,red
229-7993,red
34-3107,red
44-1169,red
05-10507,red
96-3242,red
73-9517,red
77-1985,skyblue
216-3138,red
189-5902,red
174-6808,red
121-9854,red
120-9628,red
31-2088-5,red
139-2266,red
02-10297,red
37-10466,red
00-5966,red
27-6572,red
302-1224,red
121-4327,red
46-5778,red
21-2520,red
70-2509-1,red
11-3249-6,red
304-9386,red
342-7222,red
69-764,red
76-3988,red
83-8545,red
59-5011,red
131-6710,red
264-4674,red
148-4909,red
d-MichelCDesmarais,red
117-8947,red
139-2288,red
146-2028,red
56-2037-1,red
35-7092-76,red
92-10620,red
44-551,red
40-3131,red
48-884,red
48-3801,red
15-5744,red
99-11423,red
10-6761,red
c-WeiChen25,red
86-555,red
10-1178-7,red
67-4008-6,red
70-8380,red
197-1577,red
62-5909-2,red
46-9687,red
309-7304,red
13-7184,red
06-8547,red
117-4045,red
153-5460,red
65-4423-5,red
49-6220,red
95-5096,red
145-7902,red
149-7833,red
18-6842,red
19-5914,red
327-3353,red
23-8315,red
83-709,red
267-1557,red
124-7243,red
27-4448,red
21-6803,red
115-6484-1,red
144-2881,red
16-4831,red
63-6144,red
231-6612,red
180-1565,red
31-11146,red
216-7455,red
39-5423-8,red
128-5691,red
12-3412-1,red
20-2389,red
96-7999,red
78-4523-1,red
170-2000,red
96-2316,red
212-4717,red
149-8215,red
181-2832-70,red
92-748,red
08-1790,skyblue
31-1560,red
62-5788,red
77-3739,red
66-4308,red
11-6042,red
221-3861,red
250-5648,red
05-8150,red
k-WesselKraaij,red
q-GeorgesQuenot,red
184-2051,red
120-6998,red
173-6878,red
187-4136,red
200-3115,red
35-6082,red
211-3013,red
130-6204,red
79-4830,red
331-1558,red
10-6659,red
47-8007-3,red
331-1566,red
136-0435,red
99-2111,red
242-1589,red
215-5604,red
215-5612,red
123-7971,red
32-1603,red
123-8006-1,red
151-1180,red
98-2258,red
61-4627,red
157-5114,red
218-0861,red
93-5758,red
74-6447,red
57-4805,red
c-SamChapman,red
76-4465,red
15-6230,red
13-2720,red
50-674,red
49-8692,red
205-3054,red
60-4053,red
124-4376,red
233-8732,red
136-6235,red
233-8722,red
233-8737,red
233-8744,red
233-8771,red
233-8752,red
233-8767,red
233-8745,red
296-2744,red
296-2366,red
333-3458,red
30-2481,red
159-3188,red
253-7245,red
88-2001,red
78-5858,red
51-10348,red
362-1137,red
362-1215,red
117-7681,red
20-1216,red
88-6222,red
89-3458,red
k-YiannisKompatsiaris,red
40-3806,red
94-2956,red
53-1222,red
07-6290,red
42-4629,red
42-10404,red
87-6154,red
52-10440,red
292-3680,red
72-1322-1,red
81-2958,red
77-4919,red
55-1732,red
72-2834,red
53-10366,red
25-11022,red
70-4783,red
348-3653,red
248-0733,red
20-8664,red
69-10565,red
348-3567,red
160-8211,red
348-6148,red
29-5401,red
240-8652,red
52-9686,red
34-9686,red
39-9686,red
53-9686,red
45-9686,red
205-3886,red
22-10486,red
81-7871,red
163-4234,red
10-887,red
57-5350,red
306-7209,red
62-1526,red
216-7343,red
367-7004,red
23-9782,red
191-1014,red
331-1448,red
331-1542,red
331-1440,red
331-1567,red
156-1259,red
178-1159,red
321-5681,red
179-4197,red
73-679-6,red
277-2940,red
181-6577,red
277-7042,red
49-3721-1,red
06-2806,red
42-6523,red
264-0459,red
26-2304,red
306-6889,red
27-3375,skyblue
39-7780,red
249-8948,red
162-3192,red
85-9112,red
30-5444-1,red
137-4200,red
130-6172,red
47-910,red
326-9131,red
307-6267,red
23-1557-2,red
98-8495,red
47-10615,red
30-6807,red
231-4133,red
164-5977,red
146-0572,red
28-5782,red
80-2212-3,red
54-344,red
92-4882,red
43-6435,red
127-4712,red
80-446,red
41-5865,red
135-4645,red
273-7156,red
273-6857,red
181-5848,red
273-7106,red
273-6929,red
273-7136,red
273-7023,red
03-1992,red
241-5845,red
181-2597-13,red
22-5951,red
257-5495,red
294-8020,red
147-1363,red
118-4479,red
137-6819,red
182-4658,red
217-3266,red
307-1224,red
307-0724,red
318-9030,red
72-1974-8,red
247-8120,red
z-WeiZhao-3,red
87-1140,red
238-1197,red
69-1010,red
266-5903,red
266-5785,red
266-6044,red
68-3151,red
307-1682,red
51-1001,red
151-5583,red
305-5243,red
168-7650,red
268-4831,red
220-3346,red
77-4016,red
46-1829,red
154-3853,red
38-5794,red
318-9021,red
11-5380,red
93-1002,red
21-7063,red
30-7067,red
54-7239,red
29-7068,red
26-6952,red
87-7243,red
81-2482,red
10-2663,red
s-DavidJStates,red
08-2359,red
06-7888,red
80-8422-1,red
33-7023,red
46-2252,red
78-3255,red
60-2693,red
19-5545,red
72-2040,red
79-278,red
76-4977,red
26-4825,red
17-489,red
215-4318,red
360-1577,red
338-7136,red
277-8777,red
355-0408,red
232-4871,red
09-486,red
98-4236-4,red
237-0895,red
80-2651,skyblue
m-RalfMoller,red
84-8629,red
73-273,red
163-3253,red
352-6170,red
263-1422,red
87-6496,red
71-3276,red
372-1703,red
58-4525-4,red
96-2371,red
80-3109,red
81-3136,red
17-1237-1,red
210-0357,red
337-2718,red
337-1746,red
325-9663,red
352-3633,red
340-3648,red
322-0905,red
293-6882,red
215-9733,red
353-4588,red
129-4085,red
239-4537,red
320-7787,red
50-5083,red
266-6204,red
40-9094,red
239-4463,red
84-8385,red
25-3444,red
160-5833,red
352-7143,red
87-1944,red
336-3380,red
96-8212,red
37-4844,red
06-6381,red
62-3151,red
309-5373,red
240-2752,red
90-550,red
358-1852,red
266-7381,red
153-8034,red
181-2735-2,red
85-5487-2,red
66-984,red
263-9951,red
74-3128,red
154-3549,red
245-8600,red
61-4452,red
187-1099,red
284-3282,red
48-2710,red
361-1865,red
212-5920,red
35-2977,red
183-9227,red
23-1840-1,red
66-4094,red
145-1134,red
91-2102,red
99-6737,red
123-3661,red
266-9981,red
259-6806,red
187-1646,red
64-1531,red
53-8131,red
313-8782,red
30-7702,red
325-9463,red
181-9114,red
85-7767,red
41-8967,red
225-7859,red
00-2229,red
187-2131,red
51-2047,red
00-3554,red
44-740-8,red
215-4163,red
87-7731,red
257-2857,red
257-2909,red
61-2118,red
268-0800,red
169-3062,red
297-7429,red
86-4183,red
37-3545,red
52-3863-1,red
71-8419-3,red
226-0794,red
366-2646,red
162-0891,red
39-5423,red
163-1809,red
83-10626,red
64-10194,red
223-0665,red
183-7934,red
06-8253,red
17-3284,red
235-2787,red
327-9990,red
18-5449,red
308-7230,red
j-BjornTorJonsson1,skyblue
40-5060,red
78-6107,red
92-7629,red
32-3825,red
04-11276,red
10-7458,red
39-9999,red
25-9999,red
139-4782,red
68-1838,red
00-1649,red
58-3746,red
29-6372,red
173-6727,red
31-10716,red
156-1623,red
38-5557,red
152-1401,red
44-6029,red
06-6984,red
51-253,red
33-1976,red
18-6838,red
48-777,red
267-2613,red
267-2634,red
b-SamiSBrandt,red
316-4269,red
92-3371,red
159-8937,red
54-9476,red
k-DennisKoelma,red
71-4250,red
37-2659,red
226-5847,red
37-3017,red
32-147,red
99-8152,red
267-2642,red
13-5240-3,red
16-10574,red
283-4637,red
283-7047,red
239-6006,red
204-3583,red
267-2638,red
31-9800,red
44-7448,red
229-2469,red
229-2449,red
17-9475,red
267-2589,red
267-2627,red
251-3651,red
147-8584,red
235-5044,red
239-5939,red
47-4868,red
81-8693,red
316-4078,red
348-8016,red
266-1783,red
308-8295,red
234-2262,red
283-7031,red
249-3538,red
232-0205,red
315-0409,red
180-1711,red
255-6332,red
249-2582,red
255-6305,red
156-1503,red
49-5345,red
190-1703,red
190-1794,red
208-0000,red
213-5738,red
234-4178,red
255-6342,red
19-5052,red
237-6779,red
299-8545,red
139-4756,red
23-9516,red
91-1561,red
h-BenoitHuet,red
88-3884,red
36-9954,red
07-3918,red
99-633,red
206-4525,red
04-6168,red
48-8166,red
45-2746,red
299-8624,red
353-0055,red
61-1031,red
330-8276,red
167-9297,red
26-2051,red
57-10090,red
199-2723,red
61-6274,red
86-95,red
62-2597,red
10-1891,red
16-3059,red
368-4428,red
222-1378,red
30-3284,red
50-5180,red
330-7801,red
117-7661,red
117-7662,red
42-11442,red
152-9368,red
341-5289,red
214-5203,red
80-6216,red
214-8358,red
299-8668,red
299-8706,red
283-7083,red
283-7052,red
316-3940,red
205-6846,red
59-3814,skyblue
14-3700,red
239-5004,red
205-3672,red
94-3222,red
340-0111,red
211-3438,red
133-7641,red
39-6674,red
50-4588,red
320-0053,red
353-0193,red
345-7846,red
136-6987,red
f-TrevorIFenner,red
06-6269,red
249-2445,red
297-2210,red
303-6872,red
303-5961,red
09-269,red
303-5872,red
273-0114,red
132-6571,red
122-7949,red
81-8478,red
294-7559,red
135-1561,red
13-1206-2,red
155-3289,red
156-6718,red
122-9006,red
72-8511,red
40-7020,red
37-1983,red
229-5502,red
149-0294,red
22-794,red
43-1120,red
30-454,red
290-6948,red
30-3307,red
178-8775,red
69-5882-17,red
153-2385,red
150-4969,red
64-6427,red
284-8869,red
124-0117,red
194-3074,red
b-GaryBenson,red
134-4248,red
64-10859,red
255-9170,red
225-0964,red
80-67,red
142-8075,red
32-855,red
137-6829,red
170-7383,red
133-1681,red
161-8873,red
273-7880,red
273-7770,red
273-7948,red
273-7656,red
160-8985,red
247-3833,red
152-1861,red
235-6995,red
332-6136,red
221-9181,red
221-9320,red
169-3405,red
240-9468,red
240-9154,red
321-3812,red
321-3819,red
190-0699,red
190-0671,red
64-169,red
61-3383,red
201-7903,red
318-0730,red
41-11294,red
118-9327,red
52-4530,red
241-9532,red
233-3818,red
65-3485,red
132-4827,red
187-4470,red
68-10255,red
58-10255,red
55-4141,red
17-7570,red
289-8069,red
j-ChrisJermaine,skyblue
191-9030,red
289-2631,red
a-SAluru,red
37-2738,red
j-ShantanuJoshi-1,red
96-4590,red
38-4147,red
47-1481,red
d-AnindyaDatta,red
o-EdwardOmiecinski,red
13-7910,red
147-1259,red
147-1166,red
65-7449,red
201-4821,red
62-56,red
175-8954,red
201-4842,red
174-6685,red
69-1524,red
88-9203,red
173-4597,red
173-4603,red
97-10577,red
238-0394,red
317-1092,red
05-3143,red
260-5496,red
95-10603,red
207-2227,red
141-9319,red
44-5161,red
268-6682,red
61-11158,red
38-4239,red
134-5631,red
07-8396,red
88-9865,red
195-5515,red
217-1501,red
131-7161,red
320-5241,red
209-9685,red
154-6704,red
21-6723,red
77-2456,red
15-536,red
09-2085-9,red
348-6873,red
160-8616,red
w-RossTWhitaker,red
t-WilliamBThompson,red
263-7641,red
263-7668,red
37-6049,red
p-AlexTPang,red
41-9846,red
39-3530-1,skyblue
78-10966,red
54-8378,red
03-1929,red
09-11105,red
33-11104,red
59-11104,red
161-7873,red
222-9443,red
67-1624,red
59-5932,red
277-6929,red
41-412,red
72-5989,red
82-2472,red
95-9257,red
94-7560,red
00-6306,red
97-8024,red
96-6129-5,red
87-5931,red
174-3764,red
169-1799,red
151-3240,red
39-8230,red
161-2646,red
g-RoxanaGeambasu,red
218-5156,red
73-11140,red
203-6578,red
86-4211-1,red
62-1637,red
48-8545,red
163-7342,red
84-8554-1,red
289-4485,red
358-8245,red
72-2590-6,red
301-7730,red
85-7649,red
349-8556,red
167-3706,red
339-4347,red
349-8896,red
311-0880,red
349-8603,red
190-9704,red
77-35-19,red
01-161-2,red
150-5408,red
202-9585,red
35-4676,red
267-6728,red
00-4320,red
98-3072,red
149-7593,red
51-1752,red
85-9245,red
89-8586,red
125-8141,red
147-4380,red
228-5840,red
352-6583,red
56-2132,red
352-6949,red
148-6862,red
148-6599,red
05-11538,red
291-3125,red
08-10809,red
135-7202,red
51-675,red
18-686,red
f-FarshadFotouhi,red
40-1132,red
35-1815,red
12-760,red
145-4269,red
246-0254,red
277-7006,red
87-734,red
85-6527,red
07-11105,red
365-1105,red
371-5417,red
271-7093,red
226-6676,red
366-2227,red
28-4645,red
179-5976,red
04-999-1,red
38-7026,red
10-216-1,red
07-4997,red
59-3711,red
30-2501,red
w-EmmanuelWaller,red
o-KjellOrsborn,red
86-1783,red
39-4392,red
25-4826,red
c-TCritchlow,red
15-6528,red
29-2207,red
96-3309,red
93-6765-7,red
14-7338,red
19-7524,red
119-0881,red
29-2226,red
185-8340,red
41-5176-3,red
13-4420,skyblue
83-4411,red
57-413,red
201-1729,red
29-8036,red
220-8740,red
11-8263,red
78-3525,red
212-1348,red
c-MiJunChoi,red
90-6672,red
11-5316,red
148-4340,red
196-6219,red
16-2486,red
260-4744,red
81-593,red
40-6921,red
10-4507,red
38-2386,red
29-9970,red
166-0026,red
67-5511,red
48-5544,red
80-4296,red
157-8343,red
277-3141,red
14-3121,red
145-2335,red
83-5601-2,red
57-7405,red
250-1738,red
61-4563-1,red
37-8786,red
09-2505,red
88-2576,red
35-6633,red
89-1,red
01-2903-2,red
238-3525,red
78-997,red
266-2192,red
190-1631,red
73-1016,red
288-2876,red
15-10768,red
80-6534,red
62-5716,red
55-1548,red
85-1315,red
55-6173,red
161-1680,red
166-0021,red
c-LeiChen0002,skyblue
73-2196,red
245-5977,red
15-2643,red
223-3142,red
313-9634,red
92-3956-9,red
117-4950,red
202-0830,red
45-661,red
56-1065,red
298-4598,red
40-1901,red
308-8381,red
184-2454,red
y-XiaoweiYing,red
40-6101,red
00-2927,red
07-2551,red
277-9318,red
78-9281,red
252-5115,red
87-5868,red
180-6150,red
180-4982,red
s-DarijusStrasunskas,red
33-946,red
r-JinghaiRao,red
92-10848,red
210-3321,red
52-5150,red
16-7759,red
51-3634,red
18-5977,red
97-875,red
13-1151,red
146-0827,red
297-0008,red
218-9010,red
18-5122,red
130-0492,red
25-4011,red
249-2561,red
47-4401-1,red
220-3961,red
50-7645,red
91-10470,red
165-3321,red
201-3322,red
34-4445,red
31-4822,red
144-8743,red
69-2360-2,red
45-4082,red
05-3244,red
10-5204,red
228-6057,red
228-6070,red
41-82,red
181-2877,red
324-9311,red
86-4643-10,red
06-3580-11,red
29-2032,red
62-5693,red
11-3249-1,red
00-6922,red
32-3365,red
98-4236,red
16-5875,red
126-4567-1,red
299-1786,red
164-8737,red
27-10746,red
193-5352,red
131-4148,red
239-4481,red
77-6921-1,red
96-6576,red
w-WernerWiniwarter,red
133-2202,red
257-6222,red
353-7719,red
353-7818,red
15-6328,red
332-2251,red
127-3433,red
85-7881,red
150-2118,red
117-3114,red
96-8172,red
68-8118,red
86-2589,red
190-2527,red
239-4453,red
266-6213,red
80-2652,red
239-4413,red
142-7794,red
82-4206-8,red
62-3689-27,red
41-1406,red
70-1211-6,red
91-7140-2,red
161-0034,red
139-3959,red
97-3265-2,red
119-3474,red
47-7564,red
119-3507,red
139-3141,red
83-8355,red
33-4854-90,red
149-9485,red
298-4479,red
48-7225,red
223-3255,red
72-2676,red
175-9357,red
159-9810,red
24-41,red
157-3533-1,red
04-5856,red
323-0263,red
232-5560,red
66-3259,red
24-4750,red
82-419,red
91-808,red
161-9026,red
51-6470,red
59-2505,red
210-6148,red
169-0354,red
348-4751,red
61-7724,red
272-8101,red
183-0265,red
228-6049,red
262-2600,red
96-5356,red
77-7536,red
47-6742,red
84-2927,red
246-1383,red
224-1771-1,red
243-6422,red
36-1341,red
133-7476,red
354-9996,red
73-1307,red
266-5433,red
40-5323-3,red
26-6387,red
22-6705,red
240-6586,red
142-0055,red
58-4476,red
151-8625,red
90-514-23,red
119-3906,red
87-4982-1,red
09-5645,red
135-0494,red
35-7092-50,red
63-1587,red
182-7573,red
131-0967,red
150-1852,red
26-1702,red
136-1220,red
282-2009,red
07-6300-1,red
49-628,red
33-4854-32,red
02-1555,red
200-2422,red
62-4917,red
m-QiangMa7,red
282-4199,red
44-9389,red
173-1756,red
47-6969,red
38-2892,red
64-3735,red
43-2383,red
227-3352-3,red
224-8840,red
35-7727,red
55-6238,red
93-3669,red
228-7882,red
66-5479-1,red
42-2857-1,red
89-9032,red
66-5479,red
64-1704-2,red
76-6638,red
07-4536,red
54-8594,red
276-1583,red
277-9367,red
34-8893,red
97-5229,red
294-0071,red
77-7806,red
54-6215,red
181-2695-3,red
121-4371,red
73-41,red
170-7944,red
10-2279,red
191-0327,red
259-1114,red
304-3217,red
232-5558,red
64-11005,red
196-3846,red
143-8245,red
325-9621,red
60-1914,red
85-2210,red
87-4873,red
325-9796,red
176-1415,red
135-7215-1,red
79-6531,red
266-6186,red
299-8569,red
276-5990,red
01-1235,red
32-2,red
65-3446,skyblue
230-2425,red
m-TorstenMoller,red
194-7610,red
59-8173,red
153-3504,red
27-8792-3,red
333-6494,red
43-4550,red
10-2272,red
255-6041,red
336-4016,red
336-3320,red
93-3186,red
02-2315-2,red
92-4806,red
125-2922,red
314-9901,red
262-6663,red
58-3289-1,red
69-6320-3,red
299-4795,red
262-6652,red
09-5394-1,red
183-9207,red
20-3535-7,red
343-3135,red
42-11369,red
18-7537,red
116-2009,red
78-2039,red
116-2005,red
45-10741,red
116-2613,red
167-4135,red
52-3100,red
194-4721,red
201-4581,red
360-7074,red
69-3654,red
322-4165,red
145-3130,red
135-5834,red
99-11011,red
150-8099,red
135-5822,red
t-FabianJTheis,red
99-7665,red
211-3909,red
159-7560,red
194-4714,red
93-7121,red
41-10373,red
118-8418,red
118-8388,red
44-9219,red
26-10730,red
91-6592,red
05-10750,red
118-8398,red
15-3191,red
24-7789,red
05-9025,red
139-7597,red
73-3799,red
61-7495,red
81-3217,red
80-2695,red
331-2017,red
215-4460,red
96-109,red
90-7393,red
272-8229,red
331-2802,red
134-4026,red
25-6847-1,red
217-0384,red
334-7989,red
37-5904,red
256-6566,red
33-10810,red
33-6587,red
35-3110,red
213-1626,red
339-7754,red
160-5951,red
184-7812,red
95-4897,red
65-5918,red
08-5117,red
40-6682,red
214-3930,red
05-2107,red
60-6997,red
237-3696,red
117-4366,red
156-7365,red
37-8171,red
95-11425,red
99-5225,red
211-2853,red
142-2952,red
125-2128,red
147-8042,red
147-8016,red
k-AlexanderKurz2,red
138-7525,red
01-10743,red
147-8037,red
44-11372,red
58-11375,red
266-5501,red
33-3197,red
143-5104,red
150-8058,red
73-5526,red
36-4514,red
15-2095,red
304-4709,red
117-6264,red
245-3389,red
360-7677,red
360-6967,red
360-7730,red
07-836,red
46-173,red
224-9105,red
11-7839,red
315-6365,red
315-6508,red
315-6459,red
178-1931,red
200-9690,red
47-7458,red
139-7468,red
73-7988,red
01-4812,red
345-6535,red
90-8615,red
221-9038,red
223-5532,red
232-5658,red
232-5684,red
177-5853,red
177-5764,red
26-9140,red
74-6505,red
28-4386,red
201-5542,red
91-1604,red
298-2331,red
288-1075,red
63-8171-1,red
326-4090,red
e-JEder,red
195-2109,red
73-10863,red
77-4670,red
36-1648,red
121-5542,red
14-3882,red
12-7258,red
62-7969,red
81-9436-1,skyblue
299-4635,red
137-8045,red
12-2019,red
g-CarstenGorg,red
79-8436,red
17-36-1,red
334-0919,red
119-6452,red
131-0617,red
323-2694,red
170-3360,red
294-2240,red
66-8146,red
311-0878,red
218-2078,red
289-3375,red
289-3312,red
274-4114,red
339-0477,red
272-7674,red
339-0504,red
43-6690,red
127-9591,red
47-6171-1,red
38-4472,red
266-5559,red
33-4854-29,red
17-712,red
223-1339,red
06-5112,red
144-3359,red
79-627-3,red
320-5638,red
17-1976,red
28-3509,red
07-4580,red
194-7654,red
74-5947,red
302-8005,red
66-9057,red
97-2119-1,red
60-6348-6,red
99-7237,red
52-1149,red
07-4880,red
308-6625,red
129-8197,red
84-1715,red
240-2755,red
264-9892-2,red
239-2602,red
49-9421,red
204-3611,red
260-5398,red
18-5833,red
305-0095,red
79-8347,red
276-5011,red
82-3146,red
56-2260,red
00-1473,red
326-3822,red
75-7542,red
334-2364,red
66-9297,red
47-5714,red
03-3013,red
213-7670,red
120-5321,red
15-3244,red
274-6452,red
02-5889-44,red
c-ShigangChen,red
276-0301,red
299-4502,red
74-3195,skyblue
181-6266,red
336-3629,red
80-6970,red
274-1448,red
136-8705,red
185-2936,red
129-6845,red
364-5943,red
202-0959,red
265-5708,red
207-8019,red
179-2145,red
255-5890,red
09-11269,red
342-2601,red
259-0800,red
270-0177,red
65-7116,red
123-7418,red
245-3690,red
245-3276,red
24-7312,red
87-7049,red
08-6560,red
36-5256,red
176-7604,red
185-4307,red
243-0019,red
83-3130,red
91-5696,red
59-4501,red
40-2461,red
287-4823,red
163-0624,red
176-5328,red
89-6105,red
54-2172,red
62-7114,red
32-8165,red
86-3242,red
217-2894,red
32-897,red
96-6121,red
240-9101,red
179-8613,red
54-5133,red
92-128,red
w-RyanWilliams,red
82-528,red
49-4865,red
223-7879,red
02-4298,red
92-10504,red
31-7414,red
01-5870,red
239-5674,red
11-3728,red
206-7190,red
206-6594,red
131-7507,red
96-696,red
358-8579,red
293-8510,red
344-5949,red
79-9794,red
241-5807,red
336-2034,red
255-6475,red
177-9064,red
35-2846,red
57-4095,red
274-0852,red
203-8492,red
88-9060,skyblue
160-4514,red
261-2018,red
328-5882,red
181-1820,red
131-4076,red
205-9013,red
47-7270,red
89-4402-21,red
54-10655,red
199-1748,red
95-284,red
147-1212,red
g-OdedGoldreich2,red
b-JudithBarIlan,red
05-4053,red
327-9401,red
295-6785,red
247-8081,red
01-1609,red
119-2266,red
c-DCohenOr,red
38-768,skyblue
309-6519,red
57-3685,red
194-4283,red
201-8373,red
201-8316,red
82-7796,red
280-1209,red
369-8111,red
139-2235,red
274-1341,red
274-1335,red
274-1554,red
240-9070,red
240-9313,red
240-9148,red
329-6194,red
304-2753,red
58-4288,red
283-4469,red
339-0260,red
342-8260,red
358-6409,red
51-3026,red
358-6438,red
328-5860,red
368-2587,red
368-3210,red
349-0229,red
21-8158,red
210-8735,red
237-9908,red
175-5747,red
304-8019,red
365-3703,red
06-5441,red
174-2130,red
299-4829,red
180-0992,red
118-4149,red
325-4551,red
34-1456,red
325-4907,red
267-3786,red
340-8906,red
184-0089,red
234-7802,red
211-7847,red
218-8603,red
14-8057,red
195-8203,red
340-8124,red
201-4311,red
319-4629,red
52-3887,red
141-2121,red
175-5341,red
04-8007,red
39-1050,red
333-1054,red
127-7421,red
51-6689,skyblue
c-LesCarr,red
54-3895,red
w-EWilde,red
76-7802,red
180-8115,red
183-9895,red
136-1027,red
23-6139,red
93-9960,red
198-8941,red
227-0693,red
215-5939,red
50-365,red
294-6345,red
11-2860,red
83-1033,red
174-6379,red
98-4928,red
00-9489,red
65-7540,red
181-6559,red
166-2149,red
30-3043,red
83-3600,red
220-2568,red
220-2506,red
118-3391,red
77-11193,red
87-10431,red
65-11060,red
07-2553,red
315-0184,red
116-1422,red
118-3441,red
58-1718,red
84-5173,red
93-4205,red
56-4070,red
198-8854,red
02-1736,red
84-5106,red
240-9469,red
183-2355,red
230-0271,red
225-0560,red
73-8577,red
18-8920,red
87-4839,red
82-6226,red
98-5437,red
181-6606,red
77-5389,red
05-1656,red
184-0091,red
46-3866,red
258-3787,red
87-10090,red
83-5213,red
56-4520,red
19-87,red
220-2515,red
258-3802,red
96-129,red
d-CEDyreson,skyblue
50-6388,red
62-292,red
e-WSEvans,red
06-1958,red
83-3958,red
22-5067,red
226-5165,red
74-9655,red
60-2536-35,red
s-AnthonyMSloane,red
40-1068,red
05-491,red
62-2493,red
54-6158,red
a-AnnelieseAmschlerAndrews,red
279-2130,red
279-2634,red
20-6234-5,red
279-2248,red
96-6523,red
96-5178,red
31-4666,red
51-5888,red
301-3723,red
23-1170,red
47-1186,red
81-3440,red
41-5672,red
12-5624,red
45-292,red
22-8024,red
54-10847,red
77-4291,red
249-2414,red
o-AJeffersonOffutt,red
14-2455,red
60-5998,red
165-2197,red
267-1479,red
61-1753,red
129-9804,red
290-2553,red
195-7428,red
167-2023,red
259-9157,red
54-673,red
174-2208,red
174-2128,red
68-4652,red
25-2271,red
68-8013,red
t-RiccardoTorlone,skyblue
17-1681,red
72-835,red
73-1213,red
82-8707,red
164-5849,red
83-321,red
99-4634,red
371-8456,red
204-3367,red
212-2226,red
61-3498-2,red
49-4951,red
12-7399,red
28-1886,red
08-5586,red
129-9241,red
196-9651,red
206-6007,red
24-9620,red
261-7917,red
27-7141,red
329-7902,red
240-3860,red
329-8398,red
329-6937,red
240-3935,red
329-7588,red
329-7380,red
233-0305,red
263-9427,red
21-4457,red
82-2304,red
54-685,red
b-ValentinaBartalesi,red
44-3930,red
68-4499,red
14-6383,red
181-5824,red
55-985,red
a-FabrizioAngiulli,red
96-5171,red
18-948,red
43-1219-1,skyblue
92-748-7,red
35-3697,red
77-3227,red
